year	0.00696477	0.000631048	0.992404	0.270247
latest	0.00201464	0.000292496	0.997693	0.609882
results	7.65079e-07	2.1398e-09	0.999999	0.996825
today	0.0034156	0.000505749	0.996079	0.463818
england	0.00476821	0.000427938	0.994804	0.384735
journal	0.000997438	0.000310157	0.998692	0.733873
forum	0.00398556	0.000984073	0.99503	0.389917
problem	0.00385192	0.000463452	0.995685	0.437168
this	0.00540788	0.00077133	0.993821	0.325273
we	3.52104e-08	1.24273e-09	1	0.99724
heard	0.54665	0.444496	0.00885371	0.594534
properties	0.000159079	2.17348e-06	0.999839	0.947604
there	0.000267364	0.000134671	0.999598	0.891014
products	2.81874e-05	1.56554e-07	0.999972	0.986061
research	0.0012473	0.000159178	0.998594	0.720596
useful	0.00224489	0.000168388	0.997587	0.603142
information	0.000297732	2.95926e-05	0.999673	0.906705
users	3.13151e-06	1.01522e-07	0.999997	0.995626
risk	0.00437452	0.000403658	0.995222	0.409724
james	0.940523	0.031859	0.0276182	0.454633
dana-farber	0.00367676	0.00203736	0.994286	0.364743
institute	0.00202137	0.000193311	0.997785	0.622548
dr.	0.796313	0.192075	0.0116119	0.403504
team	0.00427782	0.000200823	0.995521	0.437958
national	0.00215553	0.000171819	0.997673	0.611696
spokeswoman	0.0338404	0.953373	0.0127865	1.86706
very	0.00458487	0.000719383	0.994696	0.371445
paper	0.000150152	7.93953e-05	0.99977	0.929881
type	0.00743889	0.00158154	0.99098	0.208103
filter	0.000951463	0.000926142	0.998122	0.678875
billion	9.7423e-08	5.9223e-11	1	0.997201
company	7.77884e-05	5.80632e-05	0.999864	0.954241
33	0.00102702	3.92977e-05	0.998934	0.774716
men	0.000813725	0.000318338	0.998868	0.760879
substance	0.00183356	0.00044381	0.997723	0.611886
28	0.00213088	0.000195872	0.997673	0.610707
three	0.00257563	0.000751058	0.996673	0.510805
expected	0.00250537	1.15806e-06	0.997493	0.609904
number	0.00740363	0.00109928	0.991497	0.228528
four	0.00151377	0.000211438	0.998275	0.678056
five	0.00324432	0.000268676	0.996487	0.501512
total	0.0031583	0.000412605	0.996429	0.492304
18	0.000986247	0.000399277	0.998614	0.7243
far	0.00864485	0.000873367	0.990482	0.203782
higher	0.00138885	0.000114243	0.998497	0.709425
rate	0.000652253	5.51316e-05	0.999293	0.831498
finding	0.00183952	1.4238e-05	0.998146	0.675415
those	0.000513661	2.57254e-05	0.999461	0.863809
us	0.0072912	0.000930323	0.991778	0.240721
study	0.00131439	0.00052516	0.99816	0.665157
factory	0.00328218	0.000720494	0.995997	0.455825
highest	0.000691487	0.000168589	0.99914	0.803181
western	0.000883276	0.000110698	0.999006	0.782023
countries	3.16056e-06	1.50996e-11	0.999997	0.995674
plant	0.000975548	0.000147173	0.998877	0.761395
hollingsworth	0.728814	0.257211	0.0139755	0.411406
co.	0.000460784	0.000143554	0.999396	0.849291
contract	0.00408253	0.000115856	0.995802	0.462192
u.s.	0.00523451	0.000610336	0.994155	0.345039
common	0.00367527	0.000353359	0.995971	0.460164
kind	0.00797108	0.00115218	0.990877	0.208713
most	0.00514523	0.000563233	0.994292	0.353177
buildings	5.37459e-05	2.24539e-10	0.999946	0.977827
few	0.000520729	4.41497e-05	0.999435	0.857896
nations	0.000949089	0.000300936	0.99875	0.742295
standard	0.00069217	0.000171293	0.999137	0.802616
regulation	0.00134852	0.000448002	0.998203	0.669008
smooth	0.00710656	0.000817925	0.992076	0.253305
such	0.00644409	0.000939002	0.992617	0.270656
brooke	0.009139	0.014667	0.976194	0.262465
t.	0.805947	0.08435	0.109703	0.201476
july	0.000514008	6.06839e-05	0.999425	0.855394
environmental	0.00302282	0.000874928	0.996102	0.464552
protection	0.00201644	0.000584022	0.9974	0.578396
agency	0.0010926	0.000156799	0.998751	0.74258
gradual	0.00385874	2.20727e-05	0.996119	0.494048
ban	0.00190566	5.4258e-05	0.99804	0.658724
all	0.00786041	0.00118047	0.990959	0.210708
1997	0.000759491	6.56739e-05	0.999175	0.810903
remaining	0.00162728	0.000193002	0.99818	0.666989
outlawed	0.000392948	4.20779e-07	0.999607	0.895432
areas	2.94929e-07	7.17288e-09	1	0.997078
dusty	0.914669	0.0230755	0.0622552	0.378319
material	0.000461361	0.000168851	0.99937	0.844779
huge	0.00542518	0.000758955	0.993816	0.325264
bin	0.880601	0.0196268	0.099772	0.308002
process	0.00300475	0.000216787	0.996778	0.52724
blue	0.00615343	0.00118935	0.992657	0.269516
dust	0.00418941	0.00167395	0.994137	0.345243
parts	0.000491108	0.00029086	0.999218	0.820247
fans	3.26298e-05	2.85677e-07	0.999967	0.984484
area	0.00376774	0.000468334	0.995764	0.442388
question	0.00431706	0.000427633	0.995255	0.410906
some	0.0042999	0.000869312	0.994831	0.37781
managers	1.63108e-05	1.66587e-06	0.999982	0.989617
darrell	0.842611	0.0413857	0.116003	0.238757
vice	0.97413	0.016517	0.00935296	0.555404
president	0.987498	0.0087944	0.00370799	0.604272
resources	0.000506631	0.000325232	0.999168	0.812579
these	4.46828e-05	6.61821e-06	0.999949	0.978096
events	0.00285569	0.001694	0.99545	0.434938
35	0.00151941	0.000213256	0.998267	0.677095
force	0.00768174	0.000582898	0.991735	0.249442
yields	7.29464e-07	0	0.999999	0.996846
mutual	0.00233762	6.94865e-05	0.997593	0.610415
funds	5.19613e-05	7.30463e-06	0.999941	0.975562
continued	0.00221623	0.000164683	0.997619	0.606584
slide	0.00247205	6.38739e-06	0.997522	0.611406
signs	0.000207633	1.63397e-07	0.999792	0.936486
further	0.00577104	0.000695297	0.993534	0.313629
interest	0.00317844	0.000343976	0.996478	0.497986
rates	2.84695e-09	2.59776e-09	1	0.997263
average	0.000772475	0.000287618	0.99894	0.77168
compound	0.00465568	0.000377802	0.994967	0.395813
yield	0.000376019	2.9552e-05	0.999594	0.890031
400	0.00183017	0.000756855	0.997413	0.583088
money	0.00494478	0.000210437	0.994845	0.397905
fund	0.00328862	0.000255345	0.996456	0.499709
report	0.000484358	1.18328e-05	0.999504	0.873304
fraction	0.00168068	6.28425e-05	0.998256	0.682859
point	0.00571563	0.000340933	0.993943	0.345033
%	0.000210372	2.80386e-05	0.999762	0.927096
week	0.00860157	0.000783858	0.990615	0.209915
current	0.00578603	0.000445157	0.993769	0.33222
investments	0.000473778	1.83016e-08	0.999526	0.879495
41	0.000567307	0.000825365	0.998607	0.747826
days	0.000216094	2.67724e-06	0.999781	0.933403
longest	0.00453037	6.17916e-05	0.995408	0.442843
august	0.00790433	0.000987835	0.991108	0.218476
donoghue	0.64137	0.348065	0.0105653	0.484224
longer	0.00334538	0.000242941	0.996412	0.496898
declining	0.000380757	0.000170345	0.999449	0.860508
permit	0.00349117	0.000500061	0.996009	0.458839
period	0.00341836	0.000356122	0.996226	0.478379
shorter	0.00685863	0.0013997	0.991742	0.233987
rising	0.00324347	0.000914434	0.995842	0.445037
can	0.00768199	0.00121774	0.9911	0.214452
institutions	6.20272e-05	3.20062e-08	0.999938	0.975263
stronger	0.0012906	4.25628e-05	0.998667	0.736598
indicator	0.00198107	6.33515e-05	0.997956	0.648583
market	0.000271974	3.49561e-05	0.999693	0.911053
brenda	0.115921	0.859293	0.0247861	1.47563
editor	0.883671	0.0924661	0.0238633	0.391289
may	0.00625939	0.00155996	0.992181	0.250218
recent	0.00751623	0.00125234	0.991231	0.218109
short-term	0.00123355	0.000769294	0.997997	0.652868
six-month	0.00298366	0.000264613	0.996752	0.522887
auction	0.00124416	0.000224281	0.998532	0.711009
investors	1.54933e-06	2.56155e-08	0.999998	0.996413
cash	0.000759666	0.000190435	0.99905	0.78821
assets	7.01035e-06	1.27385e-08	0.999993	0.994003
1.5	0.000544502	8.54271e-05	0.99937	0.844466
comparable	0.00155305	0.000308108	0.998139	0.6601
go	0.00384335	0.000232104	0.995925	0.462377
top	0.872155	0.0435357	0.0843096	0.29313
well	0.00710622	0.00205496	0.990839	0.205113
9	0.00178641	0.000777338	0.997436	0.586187
dreyfus	4.83041e-05	4.27006e-06	0.999947	0.977769
world-wide	5.02596e-06	9.50696e-07	0.999994	0.994384
dollar	0.000279357	1.30351e-06	0.999719	0.919358
earlier	0.0032799	0.000217505	0.996503	0.505157
securities	0.00214253	0.000688195	0.997169	0.55642
overseas	0.00248319	0.000271062	0.997246	0.566035
management	0.00159684	0.00066343	0.99774	0.617245
fees	2.95948e-06	3.82876e-05	0.999959	0.984097
j.p.	0.00862828	0.000280576	0.991091	0.246114
bolduc	0.975476	0	0.0245237	0.557801
chairman	0.978577	0.0047261	0.0166972	0.562533
w.r.	0.00031502	4.67367e-05	0.999638	0.898684
terrence	0.971045	0.0101971	0.0187574	0.53629
d.	0.913148	0.0644153	0.0224369	0.42298
energy	0.000587627	0.00275884	0.996654	0.646715
seven	0.0040985	0.000249807	0.995652	0.443319
board	0.00373015	0.000373715	0.995896	0.454222
seats	1.21752e-08	0	1	0.997258
pacific	0.000427272	1.6696e-05	0.999556	0.883092
first	0.0058845	0.00582951	0.988286	0.230184
financial	0.00220925	0.000274692	0.997516	0.592093
shareholders	3.14689e-05	7.45662e-06	0.999961	0.982155
acquisition	7.34219e-05	1.90679e-07	0.999926	0.971767
royal	0.0038914	0.000649758	0.995459	0.418712
ltd.	0.000100093	0.000101417	0.999798	0.938586
27	0.00225098	0.000452164	0.997297	0.567678
share	0.000592095	4.85402e-05	0.999359	0.843702
million	4.31698e-05	1.0301e-07	0.999957	0.981112
thrift	7.59465e-05	1.53676e-07	0.999924	0.971045
holding	9.38381e-05	4.04462e-05	0.999866	0.95388
regulatory	0.000581539	5.69931e-05	0.999361	0.843703
approval	0.0011488	4.1768e-05	0.998809	0.756431
transaction	0.000396797	1.21589e-05	0.999591	0.890586
year-end	0.00223194	2.06691e-05	0.997747	0.631408
international	0.00042838	0.000153683	0.999418	0.853837
sale	0.00200158	0.000290357	0.997708	0.611534
controls	3.16862e-06	3.89633e-10	0.999997	0.99567
state-owned	7.3482e-05	2.17027e-07	0.999926	0.971736
interests	1.06629e-05	7.8821e-07	0.999989	0.992148
mechanical	0.00765559	0.00133209	0.991012	0.210529
engineering	0.00158221	1.30802e-05	0.998405	0.706234
industry	0.00141974	7.53314e-05	0.998505	0.712674
computerized	0.00174505	0.000640784	0.997614	0.602372
industrial	6.50357e-05	6.25803e-06	0.999929	0.971911
systems	0.000135199	1.75792e-05	0.999847	0.948764
people	2.50073e-05	8.03382e-07	0.999974	0.986855
annual	0.00164311	0.000119347	0.998238	0.676863
revenue	0.000416249	1.356e-05	0.99957	0.886219
federal	0.00636188	0.000370303	0.993268	0.314122
government	0.000355747	3.73815e-05	0.999607	0.892274
sales	0.00488882	0.0022166	0.992895	0.291305
savings	0.000502348	8.82227e-06	0.999489	0.870777
congress	0.000501149	8.40788e-06	0.99949	0.871138
ceiling	0.00155142	6.75029e-05	0.998381	0.697598
debt	0.000702316	2.83007e-05	0.999269	0.829184
authority	0.0026619	0.000248486	0.99709	0.552568
issue	0.000405934	2.96205e-05	0.999564	0.883888
borrowing	0.00036829	5.03008e-07	0.999631	0.900496
legislation	0.000309206	2.35078e-05	0.999667	0.905812
lift	0.00711413	0.000729949	0.992156	0.258422
cutting	0.00406877	0.00147217	0.994459	0.360315
taxes	7.05976e-06	8.02654e-08	0.999993	0.993943
raise	0.00742504	0.00153688	0.991038	0.210068
3.1	0.000282706	2.40455e-06	0.999715	0.91817
act	0.00154686	0.000307817	0.998145	0.660888
earliest	0.00266156	0.000187541	0.997151	0.560794
default	0.00141525	6.50023e-06	0.998578	0.729304
nov.	0.00215533	0.000335918	0.997509	0.590031
clark	0.605039	0.36908	0.0258811	0.454292
j.	0.932725	0.049143	0.0181316	0.457975
senior	0.871628	0.0222322	0.10614	0.290617
pp	0.00850162	2.90407e-05	0.991469	0.280401
manager	0.950444	0.030606	0.0189498	0.486323
auto	0.002801	0.0001594	0.99704	0.552514
maker	0.000151467	9.16187e-06	0.999839	0.947105
mazda	0.000152752	9.79774e-07	0.999846	0.94971
motor	0.00010553	7.56436e-06	0.999887	0.959832
corp	0.000165122	0.000262829	0.999572	0.893667
service	0.00074604	0.000164713	0.999089	0.794663
mr.	0.997356	0.00180576	0.000837927	0.647779
43	0.00159948	1.44556e-05	0.998386	0.703734
chrysler	0.00192308	0.000103299	0.997974	0.647508
division	0.00117597	6.69349e-05	0.998757	0.747151
executive	0.922677	0.0326113	0.0447113	0.403207
20	0.00163701	0.000268227	0.998095	0.655242
time	0.00325495	0.00027055	0.996475	0.500462
nation	0.000486967	1.08649e-05	0.999502	0.873094
manufacturing	0.000315172	7.60709e-06	0.999677	0.909196
jet	0.003988	0.000141392	0.995871	0.464669
resort	0.00119358	0.000502024	0.998304	0.683519
like	0.420624	0.41723	0.162146	0.313503
boca	0.00114586	0.000370061	0.998484	0.705066
raton	0.00123674	0.000397189	0.998366	0.689446
association	0.000316315	0.000182329	0.999501	0.871922
manufacturers	0.00495022	1.01838e-05	0.99504	0.428855
capital	0.00200437	0.000266482	0.997729	0.614299
fall	0.00121676	0.000375232	0.998408	0.694747
meeting	0.00833304	0.000538801	0.991128	0.23308
city	0.00177467	0.00050414	0.997721	0.612121
royalty	0.00196458	4.9178e-05	0.997986	0.653272
owners	0.00326936	0.00054717	0.996183	0.47099
idea	0.00159718	0.000128778	0.998274	0.680786
corporate	0.00583758	0.00147627	0.992686	0.270475
decision	0.00709235	0.000744752	0.992163	0.258246
makers	1.15545e-06	1.35838e-10	0.999999	0.996626
rust	0.0039599	0.00141509	0.994625	0.369431
rusty	0.79064	0.000724357	0.208636	0.217308
good	0.00737094	0.000695939	0.991933	0.251882
end	0.00952768	0.000473803	0.989999	0.207191
officials	2.05662e-06	1.62735e-05	0.999982	0.990526
giants	0.984566	0.00148823	0.0139455	0.587063
maytag	4.77342e-06	2.19603e-12	0.999995	0.994959
steel	0.000248665	6.20524e-05	0.999689	0.909913
valley	0.00226167	0.0015281	0.99621	0.492581
queen	0.0734377	0.903513	0.0230495	1.64203
cheese	0.00139341	0.000538303	0.998068	0.653757
executives	1.19888e-05	1.43353e-08	0.999988	0.992014
mayor	0.820198	0.0379092	0.141893	0.204495
william	0.982033	0.00658309	0.0113844	0.576529
h.	0.924539	0.0532912	0.0221701	0.437972
iii	0.916146	0.00692607	0.0769283	0.388665
symphony	0.00771566	0.000396509	0.991888	0.262792
orchestra	0.00439847	0.000328265	0.995273	0.415881
escort	0.00253905	0.00116664	0.996294	0.486324
wives	5.77916e-05	0.000101021	0.999841	0.950903
speedway	0.00296312	3.97241e-06	0.997033	0.567662
traffic	0.00257308	0.000235305	0.997192	0.562318
lieutenant	0.791067	0.124651	0.0842817	0.224248
museum	0.00175324	0.00048402	0.997763	0.616585
food	0.00172887	0.000981057	0.99729	0.577268
drinks	0.000541325	0.00145464	0.998004	0.707532
visitors	3.88838e-05	7.70476e-06	0.999953	0.979606
drivers	0.000264127	4.31364e-07	0.999735	0.923174
500	0.000109697	2.36891e-06	0.999888	0.96054
exhibition	0.00429178	0.000146508	0.995562	0.444327
cars	7.31655e-08	1.59147e-09	1	0.997215
still	0.00795656	0.000520666	0.991523	0.245437
space	0.00263548	0.000639711	0.996725	0.51456
machines	6.4872e-05	2.45624e-07	0.999935	0.974287
two	0.00214301	0.00048483	0.997372	0.575062
downtown	0.00333909	0.0016046	0.995056	0.40249
hotel	0.00416907	0.00124125	0.99459	0.36478
roof	0.00378516	0.000271522	0.995943	0.461632
nine	0.00240805	0.00131609	0.996276	0.489708
hottest	0.00588221	0.00157335	0.992544	0.264991
fed	0.00600359	0.000280579	0.993716	0.338125
lobster	0.00418416	5.7433e-05	0.995758	0.465193
chocolate	0.0024838	0.00272316	0.994793	0.4351
sauce	0.000754856	0.000144527	0.999101	0.796641
free	0.00708145	0.000187931	0.992731	0.305011
treatment	0.00732454	0.00154615	0.991129	0.212946
february	0.00703187	0.00114436	0.991824	0.238811
pace	0.00334545	0.000367075	0.996287	0.482659
magazine	0.000556752	0.000224148	0.999219	0.817969
advertising	0.00431058	0.000471035	0.995218	0.407296
1990	0.00728838	0.000663726	0.992048	0.25676
incentive	0.00221118	0.000164348	0.997624	0.607146
plan	0.000610254	1.46618e-05	0.999375	0.849027
ad	0.00248981	0.000546331	0.996964	0.535867
plans	6.56693e-05	3.58312e-07	0.999934	0.973991
increasing	0.000928421	0.000270374	0.998801	0.749611
spending	0.00173637	0.000109942	0.998154	0.667491
permanent	0.00805835	0.000768781	0.991173	0.225939
news	0.00320251	0.000270472	0.996527	0.504559
fierce	0.00657145	0.000410648	0.993018	0.302115
competition	0.00271306	0.00031807	0.996969	0.53953
between	0.00172475	7.53672e-05	0.9982	0.675187
warner	0.00646917	0.000481796	0.993049	0.300162
mortimer	0.765557	0.148302	0.0861415	0.214622
b.	0.856077	0.134339	0.00958354	0.419974
world	0.0040418	0.000768561	0.99519	0.40029
alan	0.968155	0.00911269	0.0227327	0.525713
increase	0.00133541	7.87025e-05	0.998586	0.72304
5	0.00185589	0.000195511	0.997949	0.640246
january	0.0078416	0.000996458	0.991162	0.219913
full	0.00315382	0.000420584	0.996426	0.491845
cost	0.00108005	0.00015497	0.998765	0.74469
guaranteed	0.00344657	0.000253429	0.9963	0.487999
circulation	0.00254532	0.000654004	0.996801	0.521333
base	0.00842244	0.00040416	0.991173	0.240923
lower	0.00187666	0.000168945	0.997954	0.641909
7.5	0.000699434	3.67011e-06	0.999297	0.836792
per	0.00258938	8.24297e-05	0.997328	0.583961
costs	2.35419e-08	7.9798e-11	1	0.997249
yet	0.00369852	0.00208819	0.994213	0.361873
credit	0.00176948	0.000362918	0.997868	0.628101
awards	0.00338219	0.00225698	0.994361	0.378181
renewal	0.00161072	0.000144429	0.998245	0.676549
spent	0.000755517	5.08961e-08	0.999244	0.828707
decline	0.000689704	9.45041e-05	0.999216	0.816811
pages	0.00048023	0.000164823	0.999355	0.841842
months	1.26136e-06	0	0.999999	0.996573
drop	0.000982846	9.60613e-05	0.998921	0.769471
3.2	0.000366258	2.39054e-11	0.999634	0.901176
publishers	5.35819e-05	0.00107938	0.998867	0.83585
bureau	0.00596341	0.000386195	0.99365	0.329564
department	0.0033433	0.000717016	0.99594	0.451561
heavy	0.00254976	0.000464032	0.996986	0.538348
use	0.00319898	0.000240124	0.996561	0.508578
electronic	0.000357238	7.48307e-06	0.999635	0.90025
big	0.00793061	0.000451147	0.991618	0.251572
recorded	0.00406552	0.000324686	0.99561	0.436998
gains	0.00169685	3.124e-05	0.998272	0.687777
audit	0.00186428	0.000163919	0.997972	0.644061
largest	0.000172316	3.54253e-06	0.999824	0.943747
decrease	0.00252422	0.000784363	0.996691	0.512817
six	0.00222032	0.00110886	0.996671	0.518735
flat	0.00361907	0.000785081	0.995596	0.426944
same	0.00577714	0.000811459	0.993411	0.305756
2.6	2.51914e-05	1.93012e-07	0.999975	0.987081
electric	0.00026301	4.46524e-06	0.999733	0.921845
system	0.000609267	2.31116e-05	0.999368	0.846865
bidding	0.00109742	1.53157e-05	0.998887	0.770407
public	0.00647415	0.00101333	0.992513	0.265521
offer	0.000625585	3.13006e-05	0.999343	0.841829
move	0.0021709	9.80912e-05	0.997731	0.622018
united	0.00054893	0.000299592	0.999151	0.808339
northeast	0.000323507	1.56664e-06	0.999675	0.909545
utilities	0.00023746	0.000137274	0.999625	0.897318
proposed	0.000681595	4.32356e-05	0.999275	0.829108
internal	0.0018534	0.00027823	0.997868	0.629152
reorganization	0.000154434	5.01189e-06	0.999841	0.947739
chapter	0.00225068	0.000572787	0.997177	0.555949
11	0.00110124	0.000437827	0.998461	0.703289
bankruptcy	0.00357343	0.00014208	0.996284	0.493486
2	0.00670598	0.00082711	0.992467	0.267116
value	0.00105601	0.000228594	0.998715	0.736688
bid	0.0014058	3.04487e-05	0.998564	0.724135
conn	0.907688	0.0783466	0.0139659	0.438554
values	0.00639518	0.000106683	0.993498	0.342153
2.2	2.57577e-05	1.91637e-07	0.999974	0.986884
john	0.984771	0.00716598	0.00806342	0.588743
chief	0.937809	0.0224357	0.0397548	0.437678
officer	0.916346	0.0443813	0.0392723	0.398248
equity	0.00620054	3.90158e-05	0.99376	0.361136
related	0.00104931	6.25536e-05	0.998888	0.766271
growth	0.00186509	0.000159609	0.997975	0.64464
electricity	0.000862014	5.66878e-05	0.999081	0.796174
demand	0.00158368	4.98696e-05	0.998366	0.697271
improved	0.000956965	7.02082e-06	0.999036	0.793837
operating	0.00536591	7.55622e-05	0.994559	0.39431
substantial	0.00605546	0.000369644	0.993575	0.327078
way	0.00404424	0.000469933	0.995486	0.423988
got	0.00412362	0.000164794	0.995712	0.452488
hard	0.00756565	0.000640991	0.991793	0.249142
take	0.00588954	0.00352915	0.990581	0.227536
added	0.00407706	0.000413169	0.99551	0.427232
noted	0.957607	0.0209689	0.0214242	0.498167
concerns	1.05593e-08	1.58876e-05	0.999984	0.991712
worried	0.00460892	0.00834193	0.987049	0.314661
matter	0.00838787	0.00100787	0.990604	0.203739
wilbur	0.958743	0.00412286	0.0371338	0.497942
ross	0.893002	0.0930735	0.0139243	0.4259
jr.	0.984394	0.00671515	0.00889102	0.586648
troubled	0.00613808	0.00351213	0.99035	0.217908
withdrawal	0.00206273	2.65601e-05	0.997911	0.647671
might	0.00191222	7.18613e-05	0.998016	0.654489
speed	0.00525633	0.000666116	0.994078	0.339842
fact	0.00822028	0.00109193	0.990688	0.204354
4.8	0.00046847	5.02546e-05	0.999481	0.866465
around	0.00425025	1.49224e-05	0.995735	0.469551
5.5	0.000677845	0.000239228	0.999083	0.794378
complicated	0.00261183	0.000937059	0.996451	0.494234
negotiations	3.89074e-06	0	0.999996	0.995346
less	0.00227776	0.000349356	0.997373	0.576267
commission	0.000977186	8.79581e-05	0.998935	0.771888
turned	0.962148	0.0275247	0.0103269	0.52582
possible	0.00809354	0.000742085	0.991164	0.226517
purchase	0.000381302	1.04797e-05	0.999608	0.894282
review	0.00200859	0.000317117	0.997674	0.607473
summer	0.00778531	0.00142159	0.990793	0.20318
shares	6.5263e-07	0	0.999999	0.996886
closed	0.00623673	0.00090838	0.992855	0.280566
yesterday	0.00160001	0.000101504	0.998298	0.685197
25	0.00115507	0.000250939	0.998594	0.719403
cents	0	0	1	0.997267
stock	0.000359592	4.65173e-05	0.999594	0.889258
exchange	0.000470516	0.000119001	0.999411	0.851898
composite	1.64632e-06	2.5518e-07	0.999998	0.996242
trading	1.54003e-05	4.29613e-08	0.999985	0.990698
52	0.00195426	4.16338e-05	0.998004	0.656017
former	0.930316	0.0555789	0.0141048	0.463997
toys	0.000134292	4.16835e-06	0.999862	0.953264
r	0.00720605	0.00123577	0.991558	0.228834
frederick	0.842956	0.0237864	0.133258	0.242867
63	0.00071476	3.37795e-05	0.999251	0.825686
signet	0.00121618	0.00138483	0.997399	0.612729
banking	0.00508484	0.000389359	0.994526	0.371348
directors	0.00181144	2.80338e-05	0.998161	0.675156
consumer	0.00120383	0.000593915	0.998202	0.672767
electronics	0.000102073	2.48176e-07	0.999898	0.963549
retailing	0.0011639	2.00187e-05	0.998816	0.759595
chain	0.000374152	4.88902e-05	0.999577	0.885672
daniel	0.840465	0.04464	0.114895	0.235739
m.	0.851543	0.135129	0.0133275	0.404774
retired	0.903994	0.0751613	0.0208443	0.41675
robert	0.983995	0.00541798	0.0105867	0.584063
r.	0.879401	0.0925319	0.0280671	0.377813
commonwealth	1.11881e-05	2.13452e-05	0.999967	0.985208
edison	0.0025488	0.000579172	0.996872	0.527524
refund	0.000925295	0.000242857	0.998832	0.754014
250	5.11339e-05	1.83603e-07	0.999949	0.978538
nuclear	0.00141595	0.000141182	0.998443	0.701304
power	0.00411652	0.000348651	0.995535	0.431195
55	0.00229181	7.29325e-06	0.997701	0.628883
commerce	0.00348848	0.00035624	0.996155	0.47321
trade	0.00330371	0.0013014	0.995395	0.418579
groups	1.68097e-06	5.54463e-13	0.999998	0.996366
required	0.00321236	0.000458743	0.996329	0.483522
utility	0.000384378	4.44266e-06	0.999611	0.895629
judge	0.90893	0.0864172	0.0046527	0.471133
richard	0.971307	0.0135137	0.0151792	0.539884
curry	0.993405	0.000241431	0.00635341	0.626552
45	0.00149253	7.47651e-05	0.998433	0.70351
50	0.00181497	0.000331637	0.997853	0.626731
customers	2.26892e-05	6.18793e-14	0.999977	0.988072
april	0.00577456	0.00097007	0.993255	0.296563
feb.	0.00185418	0.000190516	0.997955	0.64117
1	0.00388115	0.000501273	0.995618	0.431776
appeals	0.00416449	7.96251e-05	0.995756	0.462614
order	0.00807182	0.000832258	0.991096	0.221866
underlying	0.00147506	0.00012545	0.998399	0.696445
exact	0.00243638	9.91872e-05	0.997464	0.595433
amount	0.0016336	0.000173276	0.998193	0.669228
actual	0.00440521	0.000814838	0.99478	0.375176
dec.	0.00165122	0.000295833	0.998053	0.649956
31	0.000977229	0.000384467	0.998638	0.727418
ruling	0.00169666	3.81405e-05	0.998265	0.686214
earnings	0.000883888	9.20583e-05	0.999024	0.785459
spokesman	0.960327	0.00472817	0.0349448	0.50204
tracking	0.00104746	4.46729e-07	0.998952	0.78251
past	0.00515229	0.000279865	0.994568	0.37893
3	0.00278851	0.000504546	0.996707	0.513457
12.5	6.56886e-05	1.62187e-07	0.999934	0.974084
2.5	0.00110712	2.21164e-05	0.998871	0.767177
byron	0.841999	0.0150945	0.142906	0.248566
near	0.00763545	0.00115709	0.991207	0.218548
ill.	0.000751658	0.000352982	0.998895	0.766339
1985	0.00745207	0.00141246	0.991135	0.213728
